Date,Absolute_humidity_g/m3,dewpoint_2m_K,temperature_2m_K,total_evaporation_19_m_we,total_column_water_vapour_19_kgm2,total_evaporation_daily_m_we,total_precipitation_daily_m,wind_speed_10m_ms,surface_pressure_Pa,forecast_albedo_19,lai_low_19,skin_temperature_19_K,slhf_19_Jm2,ssrd_19_Jm2,soil_moisture_L1_19_m3/m3,Snow Indicator,CAMS_utc_time,CAMS_duaod550,CAMS_aod550,MODIS_AOD_055_mean,S2_B11_mean,S2_B12_mean,S2_B1_mean,S2_B2_mean,S2_B3_mean,S2_B4_mean,S2_B5_mean,S2_B6_mean,S2_B7_mean,S2_B8A_mean,S2_B8_mean,S2_B9_mean,S2_CCI_mean,S2_FII_mean,S2_KAI_mean,S2_Residual_NDVI_mean,S2_cloud_pixels,S2_masked_fraction,S2_masked_pixels,S2_platform,S2_total_pixels,S2_unmasked_pixels,SZA
6/2/2018,0.028684248,267.3087921,299.1347046,-8.58E-06,6.017345428,-0.000113763,2.14E-06,2.140497979,85317.16016,0.216534812,0.515625,317.6613007,-21460,3615200,0.022506714,0,18:00,0.006758127,0.2002747,0.085885068,,,,,,,,,,,,,,,,,,,,,,,
6/3/2018,0.023635108,264.936142,302.458252,-1.18E-05,6.76048851,-0.00012416,8.61E-07,0.831942923,84982.66406,0.216602635,0.515625,323.8608704,-29608,3610744,0.021957397,0,18:00,0.00149636,0.037298884,0.12240675,3616.605773,3265.164694,1302.328944,1553.414612,1965.356191,2422.10862,2626.626372,2713.825997,2798.391439,2794.067804,2808.943109,2809.918485,0.287851614,0.076968372,-0.076968372,0.0739,0,0,0,Sentinel-2B,244986,244986,20.46288471
6/4/2018,0.029632708,267.9525299,304.0734711,-1.19E-05,7.517625809,-0.000119968,1.71E-06,3.882701654,84716.03516,0.216654621,0.515625,324.1635895,-29736,3589952,0.021362305,0,18:00,0.006443642,0.22628391,0.080206916,,,,,,,,,,,,,,,,,,,,,,,
6/5/2018,0.034050643,269.7237701,302.3272552,-1.09E-05,9.403114319,-0.000117413,1.72E-06,2.937211461,84542.55469,0.216705471,0.515625,322.7653198,-27354,3558628,0.020828247,0,18:00,0.000820853,0.03569522,0.147317415,,,,,,,,,,,,,,,,,,,,,,,
6/6/2018,0.023429737,264.736908,300.4173126,-8.03E-06,6.74123764,-9.27E-05,8.29E-07,5.845813665,84396.94141,0.21677158,0.515625,316.668457,-20084,3617380,0.020385742,0,18:00,0.002054498,0.050484665,0.15662057,,,,,,,,,,,,,,,,,,,,,,,
6/7/2018,0.036208625,270.4210358,299.4548645,-9.72E-06,9.765253067,-0.000107409,1.28E-06,1.987677206,84610.10938,0.216822434,0.515625,320.3361359,-24296,3575712,0.020050049,0,18:00,0.00687648,0.15860349,0.136078346,,,,,,,,,,,,,,,,,,,,,,,
6/8/2018,0.027296926,266.729126,300.7268677,-1.06E-05,7.5952034,-0.000109622,1.72E-06,2.6202353,84959.96875,0.216903802,0.515625,321.7950134,-26412,3595932,0.019592285,0,18:00,0.006971709,0.12387788,0.107322673,3656.903599,3147.030816,1333.608635,1513.550028,1965.444082,2439.495619,2661.549921,2736.501107,2802.849363,2825.742109,2797.327164,2842.790335,0.298223668,0.060900087,-0.060900087,0.0683,0,0,0,Sentinel-2A,244986,244986,20.19251467
6/9/2018,0.040289461,272.0049591,302.4642944,-8.39E-06,9.489534378,-0.000100714,0,6.434854086,84396.23047,0.216954652,0.515625,318.0555267,-20980,3576080,0.019088745,0,18:00,0.010933746,0.1626268,0.079804867,,,,,,,,,,,,,,,,,,,,,,,
6/10/2018,0.023783333,264.6476746,293.9012299,-5.87E-06,7.874061584,-8.40E-05,3.45E-06,4.576781647,84865.10156,0.217005506,0.515625,310.8231201,-14682,3554060,0.018814087,0,18:00,0.002339634,0.07691306,0.104348156,,,,,,,,,,,,,,,,,,,,,,,
6/11/2018,0.0300378,267.9187622,299.2061157,-9.84E-06,8.241821289,-0.000113652,2.14E-06,1.287018082,84815.93359,0.217071615,0.515625,320.433609,-24612,3588414,0.018493652,0,18:00,0.008611232,0.257959,0.074519614,,,,,,,,,,,,,,,,,,,,,,,
6/12/2018,0.027837736,267.0664978,302.5883636,-1.18E-05,9.621829987,-0.000129679,2.60E-06,1.773906039,84844.91406,0.217122465,0.515625,323.9704437,-29452,3567432,0.017868042,0,18:00,0.001044198,0.03792794,0.128551138,,,,,,,,,,,,,,,,,,,,,,,
6/13/2018,0.031793902,268.9447632,305.4359436,-9.99E-06,8.06445694,-0.000117485,8.52E-07,5.526434724,84619.67188,0.217188578,0.515625,321.2481079,-24976,3579788,0.01725769,0,18:00,0.001335797,0.14587861,0.088881311,3673.104262,3297.88466,1288.024446,1558.32548,1981.306653,2456.423104,2674.414157,2750.939576,2841.592762,2841.317846,2836.487471,2853.975343,0.29134563,0.07734508,-0.07734508,0.0718,0,1.22E-05,3,Sentinel-2B,244986,244983,20.08561947
6/14/2018,0.041598545,272.510849,303.9822388,-1.08E-05,10.16728592,-0.000124756,8.46E-07,2.509115588,84445.21484,0.217254687,0.515625,322.7405396,-27084,3562632,0.016723633,0,18:00,0.000595368,0.04736357,0.113623394,,,,,,,,,,,,,,,,,,,,,,,
6/15/2018,0.046718043,274.0440979,302.4910126,-8.64E-06,10.34701347,-0.000100825,7.17E-09,6.621862177,84169.28516,0.217305537,0.515625,318.8389282,-21612,3544576,0.016174316,0,18:00,0.001349409,0.11434835,0.060424572,,,,,,,,,,,,,,,,,,,,,,,
6/16/2018,0.040553192,272.0018158,300.4280853,-8.95E-06,10.51264763,-9.82E-05,4.26E-07,4.551651737,83946.22266,0.217292044,0.515625,319.2078857,-22384,3563452,0.015808105,0,18:00,0.006922159,0.15363729,0.077596029,,,,,,,,,,,,,,,,,,,,,,,
6/17/2018,0.052318442,275.2728882,294.9802246,-6.43E-06,11.80413818,-7.59E-05,6.63E-05,4.476012317,84058.66016,0.217278551,0.515625,313.4380035,-16084,3435628,0.01550293,0,18:00,0.000901404,0.044912867,0.183910831,,,,,,,,,,,,,,,,,,,,,,,
6/18/2018,0.043751709,272.7582703,294.2808533,-6.98E-06,9.620313644,-9.09E-05,8.89E-05,1.610701127,84934.49609,0.217265062,0.515625,314.5898895,-17456,3565832,0.017990112,0,18:00,0.002850934,0.21218926,0.092569846,3734.200152,3187.169352,1314.160929,1516.294566,1995.878487,2490.160229,2729.754521,2797.36624,2860.478478,2881.409455,2840.399388,2897.193312,0.305344452,0.060089672,-0.060089672,0.0657,0,0,0,Sentinel-2A,244986,244986,20.11408565
6/19/2018,0.044760222,273.2672882,298.486557,-8.34E-06,10.3732605,-0.000104445,8.58E-07,2.333023997,85122.88281,0.217251569,0.515625,317.9251556,-20862,3555068,0.017578125,0,18:00,0.000550593,0.039635554,0.112890623,,,,,,,,,,,,,,,,,,,,,,,
6/20/2018,0.04113726,272.3357697,303.4870911,-1.07E-05,8.245336533,-0.000119268,1.02E-09,3.302106753,85064.04688,0.217238076,0.515625,322.6507874,-26724,3577732,0.01701355,0,18:00,0.00305065,0.18857694,0.070873868,,,,,,,,,,,,,,,,,,,,,,,
6/21/2018,0.02594343,266.2562561,305.1450653,-1.29E-05,6.384281158,-0.000142962,0,0.448047928,84944.51172,0.217224583,0.515625,325.7635956,-32212,3628028,0.016372681,0,18:00,0.0003471,0.016758665,0.128440349,,,,,,,,,,,,,,,,,,,,,,,
6/22/2018,0.026523002,266.4809723,303.671936,-1.10E-05,5.653142929,-0.000137093,0,2.737556656,85017.96875,0.217195831,0.515625,322.7677002,-27404,3628068,0.015594482,0,18:00,0.001634632,0.04801232,0.045278076,,,,,,,,,,,,,,,,,,,,,,,
6/23/2018,0.037745951,271.1978455,304.2510071,-1.10E-05,8.713546753,-0.000139456,1.71E-06,2.426968593,84623.25,0.217182338,0.515625,323.0435486,-27494,3579684,0.014877319,0,18:00,0.004322503,0.12098116,0.064669549,3687.667451,3309.637878,1305.278735,1576.644532,2003.364057,2482.548441,2688.799768,2765.8015,2851.267343,2850.060702,2866.462524,2866.600668,0.290617503,0.073862229,-0.073862229,0.0718,0,0,0,Sentinel-2B,244986,244986,20.27946951
6/24/2018,0.028600573,267.4095001,302.3193207,-1.04E-05,6.803672791,-0.000136022,2.57E-06,1.721127518,84935.62109,0.217168849,0.515625,321.884613,-26058,3602584,0.014190674,0,18:00,0.002256838,0.05206257,0.102487609,,,,,,,,,,,,,,,,,,,,,,,
6/25/2018,0.03887942,271.7252808,307.070343,-1.22E-05,9.685754776,-0.000133996,2.57E-06,4.861602826,84883.03906,0.217170615,0.515625,325.312149,-30464,3564052,0.013442993,0,18:00,0.001470197,0.053608328,0.167158398,,,,,,,,,,,,,,,,,,,,,,,
6/26/2018,0.031909499,269.0437927,306.6014862,-1.19E-05,8.041015625,-0.000130259,3.01E-06,3.983695095,84905.73828,0.217157122,0.515625,324.6338196,-29668,3572996,0.0128479,0,18:00,0.001705996,0.087659836,0.120625823,,,,,,,,,,,,,,,,,,,,,,,
6/27/2018,0.03445489,270.0523224,306.1887817,-1.04E-05,8.395025253,-0.000122057,8.56E-07,5.33751039,84760.35156,0.217143629,0.515625,322.2918854,-26100,3568996,0.012207031,0,18:00,0.005924102,0.1933595,0.149035604,,,,,,,,,,,,,,,,,,,,,,,
6/28/2018,0.028617183,267.4739685,303.6296844,-1.25E-05,7.355628967,-0.000133589,4.23E-07,1.761709077,84469.28906,0.217130136,0.515625,325.387146,-31200,3591896,0.01159668,0,18:00,0.000480217,0.013669379,0.135106145,3671.890405,3156.986726,1352.147714,1531.913702,1981.754688,2463.673115,2668.186663,2740.922518,2809.085771,2831.094812,2836.845409,2840.508326,0.298867895,0.055397374,-0.055397374,0.0704,0,0,0,Sentinel-2A,244986,244986,20.55961972
6/29/2018,0.044741643,273.3699951,300.8412933,-9.12E-06,10.82561302,-0.000123435,3.02E-06,1.961045481,84695.34375,0.217116643,0.515625,319.8082275,-22798,3538720,0.010971069,0,18:00,0.002097444,0.107952416,0.083837119,,,,,,,,,,,,,,,,,,,,,,,
6/30/2018,0.036606412,270.6472321,301.2108154,-8.72E-06,9.058828354,-0.000112661,1.72E-06,4.190367937,85075.51172,0.217103153,0.515625,318.8749847,-21808,3551672,0.010406494,0,18:00,0.001446255,0.05084875,0.117560905,,,,,,,,,,,,,,,,,,,,,,,
7/1/2018,0.034273971,269.8434906,303.0524139,-1.15E-05,10.03685188,-0.000135567,2.14E-06,1.448437787,85201.96094,0.21708966,0.515625,323.9370575,-28680,3545100,0.009841919,0,18:00,0.004452441,0.13449556,0.080971511,,,,,,,,,,,,,,,,,,,,,,,
7/2/2018,0.028855917,267.6819,305.9143066,-1.38E-05,10.01737976,-0.000142125,8.64E-07,1.517027016,84877.96875,0.217076167,0.515625,327.5080261,-34396,3547068,0.009033203,0,18:00,0.003088775,0.08521414,0.090464548,,,,,,,,,,,,,,,,,,,,,,,
7/3/2018,0.049819585,275.0346985,304.5530853,-1.07E-05,13.22335625,-0.000115706,3.22E-06,4.479890898,84555.22266,0.217062674,0.515625,323.0421753,-26740,3442346,0.008483887,0,18:00,0.001102025,0.05956965,0.142813972,3676.327831,3292.487512,1308.00056,1565.489416,1967.432614,2435.530193,2664.044657,2719.408625,2811.794985,2808.901116,2770.112157,2808.081353,0.277792254,0.088078809,-0.088078809,0.0643,0,0,0,Sentinel-2B,244986,244986,20.96163878
7/4/2018,0.039182126,271.5983429,301.8699036,-7.68E-06,7.227832794,-9.75E-05,1.38E-05,7.325954804,84969.74609,0.217049181,0.515625,316.8066711,-19200,3562758,0.008117676,0,18:00,0.004119363,0.18315119,0.223091519,,,,,,,,,,,,,,,,,,,,,,,
7/5/2018,0.022905822,264.5935059,303.8749542,-8.75E-06,5.670436859,-0.000104351,8.70E-07,6.107069214,85415.37109,0.217035688,0.515625,318.7925873,-21888,3575314,0.007720947,0,18:00,0.001544398,0.06496197,0.208028504,,,,,,,,,,,,,,,,,,,,,,,
7/6/2018,0.021635973,263.9512634,305.9589233,-1.26E-05,7.68708992,-0.000133043,1.69E-06,2.576975463,85533.30469,0.217022195,0.515625,325.6069336,-31600,3571230,0.00718689,0,18:00,0.004694521,0.11714351,0.143664202,,,,,,,,,,,,,,,,,,,,,,,
7/7/2018,0.038363859,271.5755157,307.791626,-1.18E-05,13.12283897,-0.000142755,1.31E-06,2.895541433,85250.74219,0.217008706,0.515625,325.0187988,-29456,3435136,0.006469727,0,18:00,0.012158755,0.10282189,0.192926292,,,,,,,,,,,,,,,,,,,,,,,
7/8/2018,0.052410866,275.9157867,308.2384644,-1.48E-05,19.17658234,-0.000141844,8.64E-07,3.08393205,85090.39453,0.216995213,0.515625,329.517868,-37000,3410682,0.005691528,0,18:00,0.020872537,0.13651264,0.207908716,3683.631127,3142.999461,1403.68666,1557.937469,1964.181473,2427.473072,2679.778755,2716.939488,2780.35985,2820.632683,2675.71412,2849.911396,0.26156284,0.080314308,-0.080314308,0.0486,6887.243137,0.029168469,7145.866667,Sentinel-2A,244986,237840.1333,21.45970931
7/9/2018,0.045384758,273.8636932,307.3540497,-1.40E-05,17.88241196,-0.000145886,9.26E-06,2.260720785,85192.98438,0.216966461,0.515625,328.3919067,-34940,3345846,0.005004883,0,18:00,0.055929128,0.27385324,0,,,,,,,,,,,,,,,,,,,,,,,
7/10/2018,0.089546292,283.4429016,302.9027405,-8.13E-06,26.92097855,-0.000231363,0.001145959,4.722407397,85242.17578,0.216952968,0.515625,319.8304596,-20324,2933992,0.014572144,0,18:00,0.02684363,0.16214466,0,,,,,,,,,,,,,,,,,,,,,,,
7/11/2018,0.076563446,281.1876373,304.3095093,-9.71E-06,22.37544441,-0.0005417,0.000442618,3.771255408,84984.42578,0.216939475,0.515625,322.1367645,-24276,3406662,0.019134521,0,18:00,0.032454096,0.22047234,0,,,,,,,,,,,,,,,,,,,,,,,
7/12/2018,0.100780091,285.1776276,301.9675903,-9.25E-06,29.18761826,-0.000200938,0.000137904,2.734059197,85149.88672,0.216925982,0.515625,320.192688,-23138,3343618,0.019744873,0,18:00,0.005442087,0.050325442,0,,,,,,,,,,,,,,,,,,,,,,,
7/13/2018,0.105409615,285.7989197,300.7406006,-9.63E-05,30.49789238,-0.001297235,0.001729751,0.532091785,85378.72656,0.216912493,0.515625,318.0560913,-240768,2610806,0.029296875,0,18:00,0.006955117,0.0758276,0,3635.700599,3234.878333,1297.486796,1537.28093,1924.837061,2363.136557,2614.580429,2634.191832,2740.677444,2734.630076,2582.924234,2704.063625,0.254475672,0.114204209,-0.114204209,0.0444,2084,0.008518854,2087,Sentinel-2B,244986,242899,22.06966388
7/14/2018,0.108959866,286.4512329,303.6240692,-0.000234682,28.26088524,-0.001707569,0.001517951,0.841454023,85248.24609,0.216899,0.515625,321.1469727,-586894,3317926,0.038467407,0,18:00,0.004623894,0.075216174,0,,,,,,,,,,,,,,,,,,,,,,,
7/15/2018,0.103869937,285.7737122,304.6943817,-0.000252279,26.80016327,-0.001973907,0.002244377,0.766649149,85108.53516,0.216885507,0.515625,319.9057617,-630896,3367432,0.040100098,0,18:00,0.005884577,0.1055035,0.16099171,,,,,,,,,,,,,,,,,,,,,,,
7/16/2018,0.081138368,282.1268158,306.0164032,-7.42E-05,21.90606308,-0.000864731,7.06E-05,1.633029375,85141.40625,0.216883983,0.515625,326.6408234,-185520,3391198,0.024780273,0,18:00,0.001803062,0.046579126,0.117266673,,,,,,,,,,,,,,,,,,,,,,,
7/17/2018,0.059716392,277.7112885,306.9984131,-0.000104532,17.56609726,-0.000947915,0.000888595,0.762473811,85205.94531,0.216867201,0.515625,325.6467743,-261412,3418838,0.026168823,0,18:00,0.007674851,0.12234616,0.089213209,,,,,,,,,,,,,,,,,,,,,,,
7/18/2018,0.059338214,277.6572571,307.7897034,-1.19E-05,18.18997574,-0.000185819,1.24E-06,0.489223366,85214.36719,0.216865677,0.515625,325.6113586,-29768,3245156,0.022369385,0,18:00,0.008825388,0.28297758,0,,,,,,,,,,,,,,,,,,,,,,,22.76052368
7/19/2018,0.068458383,279.6912994,307.2231293,-1.03E-05,20.72826004,-0.000118153,0.000267505,4.297462989,85156.125,0.216848895,0.515625,322.9606476,-25780,3406412,0.021820068,0,18:00,0.009587675,0.22579056,0.115221899,,,,,,,,,,,,,,,,,,,,,,,
7/20/2018,0.06737863,279.3617249,305.1371307,-2.32E-05,19.04442787,-0.000327291,8.00E-05,4.064856006,85082.97656,0.216832113,0.515625,320.6343536,-57914,2813100,0.023376465,0,18:00,0.02538918,0.21465176,0,,,,,,,,,,,,,,,,,,,,,,,
7/21/2018,0.076597531,281.2038116,304.5088196,-0.000140882,20.71993637,-0.000744591,0.001446226,4.166667547,85129.28125,0.216830589,0.515625,319.9452209,-352316,3319760,0.030761719,0,18:00,0.00519678,0.018942192,0,,,,,,,,,,,,,,,,,,,,,,,
7/22/2018,0.090321424,283.5824585,303.1143341,-0.000106052,25.28231049,-0.001018567,0.000255451,0.56192646,85405.33984,0.216813806,0.515625,323.6797638,-265218,3331252,0.027740479,0,18:00,0.030794911,0.16156417,0.158926668,,,,,,,,,,,,,,,,,,,,,,,
7/23/2018,0.089917813,283.5423584,303.6611786,-0.000166519,22.27907562,-0.001499705,0.001605047,0.765206098,85400.35156,0.216812287,0.515625,320.2602386,-416428,3292466,0.032623291,0,18:00,0.006984536,0.04444282,0.120649047,3589.45759,3255.000036,1254.064041,1490.023483,1877.178077,2321.341399,2561.832468,2599.862115,2699.630274,2689.761229,2589.73048,2683.734434,0.269362609,0.115607873,-0.115607873,0.0546,2,8.16E-06,2,Sentinel-2B,244986,244984,23.55620671
7/24/2018,0.055184806,276.6336517,307.9943848,-2.40E-05,19.36565208,-0.000370353,2.22E-05,2.391579609,85336.96484,0.216780245,0.515625,327.4920349,-60116,3376754,0.022979736,0,18:00,0.008849826,0.056976486,0.100915931,,,,,,,,,,,,,,,,,,,,,,,
7/25/2018,0.065952473,279.0989075,306.1272736,-1.25E-05,18.79441071,-0.000141583,1.62E-06,0.768284078,85457.32031,0.216782976,0.515625,326.646225,-31268,3377188,0.022140503,0,18:00,0.007952184,0.1088025,0.039996826,,,,,,,,,,,,,,,,,,,,,,,
7/26/2018,0.05246638,275.9342041,308.3148804,-1.33E-05,17.42584801,-0.000141276,1.76E-05,1.239583085,85259.76172,0.216754563,0.515625,327.5895233,-33148,3321124,0.021347046,0,18:00,0.010994226,0.1326828,0.120125905,,,,,,,,,,,,,,,,,,,,,,,
7/27/2018,0.042199743,272.8591614,307.3518066,-1.31E-05,13.81714249,-0.000140646,8.52E-07,1.084787781,85111.59766,0.216756698,0.515625,327.289093,-32868,3350742,0.020874023,0,18:00,0.017823424,0.26605278,0.184841384,,,,,,,,,,,,,,,,,,,,,,,
7/28/2018,0.036719204,270.9653625,307.4371033,-1.41E-05,10.69892311,-0.000144603,3.80E-06,1.181002491,85085.09375,0.216743525,0.515625,328.5039215,-35164,3442232,0.020050049,0,18:00,0.010913324,0.1391437,0.074347319,3633.247657,3130.869676,1237.1444,1420.426798,1865.877485,2354.853431,2590.716494,2652.842305,2722.780564,2753.956897,2693.187392,2762.482005,0.310290028,0.077473752,-0.077473752,0.067,0,0,0,Sentinel-2A,244986,244986,24.42426398
7/29/2018,0.040961135,272.4360657,307.0325317,-1.19E-05,13.92155457,-0.000144621,4.41E-07,2.04384878,85223.41797,0.216730297,0.515625,325.5453491,-29836,3411938,0.019180298,0,18:00,0.015931614,0.371408,0.356896655,,,,,,,,,,,,,,,,,,,,,,,
7/30/2018,0.054404529,276.4142761,307.6105652,-1.16E-05,17.71075058,-0.000135364,0,2.579109347,85189.89453,0.216717139,0.515625,325.1768799,-28928,3321608,0.018325806,0,18:00,0.011475701,0.19427335,0.18800528,,,,,,,,,,,,,,,,,,,,,,,
7/31/2018,0.05470689,276.5372772,308.5794067,-1.16E-05,20.06446266,-0.000117501,2.06E-05,3.358249697,85134.53906,0.216704022,0.515625,325.1999359,-29018,3224466,0.017669678,0,18:00,0.009271707,0.20076948,0.137966406,,,,,,,,,,,,,,,,,,,,,,,
8/1/2018,0.085533803,282.8367004,304.4980316,-1.18E-05,23.04814148,-0.000121803,5.91E-05,2.078860279,85158.73438,0.216690902,0.515625,325.5803528,-29424,3294508,0.017837524,0,18:00,0.012394935,0.19419086,0,,,,,,,,,,,,,,,,,,,,,,,
8/2/2018,0.083596278,282.5449066,305.5059967,-1.08E-05,25.98986053,-0.000122329,0.001988867,0.798605808,84999.79688,0.216677785,0.515625,324.2654572,-26964,3118126,0.019515991,0,18:00,0.005818412,0.1824159,0.119213773,3570.618491,3184.154533,1299.446434,1522.963569,1884.031621,2314.087149,2546.739769,2581.298941,2694.27992,2712.68201,2569.671556,2769.227093,0.256279567,0.107096613,-0.107096613,0.0523,8165.356863,0.035354209,8661.286275,Sentinel-2B,244986,236324.7137,25.39777624
8/3/2018,0.101206705,285.3286743,303.7008057,-0.000240362,20.32808304,-0.00179428,0.000639105,3.50245309,85048.96875,0.216664646,0.515625,317.6123657,-601096,3275984,0.042144775,0,18:00,0.002775891,0.115952194,0.097654662,,,,,,,,,,,,,,,,,,,,,,,
8/4/2018,0.029211916,267.7935944,304.7590179,-4.98E-05,9.814044952,-0.000621119,0,0.979551241,84878.95313,0.216651421,0.515625,322.6617126,-124594,3423302,0.024307251,0,18:00,0.00248902,0.120265245,0.369515945,,,,,,,,,,,,,,,,,,,,,,,
8/5/2018,0.027122945,266.7097168,302.2065125,-9.79E-06,6.861085892,-0.000127746,8.55E-07,1.827333293,84967.07422,0.216638319,0.515625,321.2411652,-24484,3465268,0.022369385,0,18:00,0.007710144,0.24864632,0.251539633,,,,,,,,,,,,,,,,,,,,,,,
8/6/2018,0.021799168,263.9492035,303.6194,-1.06E-05,5.61611557,-0.000129685,8.61E-07,1.712866985,85179.90625,0.216640402,0.515625,322.6369324,-26436,3481798,0.021621704,0,18:00,0.002715082,0.09862143,0.112349922,,,,,,,,,,,,,,,,,,,,,,,
8/7/2018,0.022079842,264.1906433,305.4804535,-1.16E-05,5.433937073,-0.000129977,8.57E-07,2.136252553,84998.0625,0.216612015,0.515625,324.5378876,-29028,3477728,0.020828247,0,18:00,0.006907743,0.13921064,0.108818427,3539.926807,3060.525134,1241.444027,1411.332423,1842.584004,2318.89129,2519.034464,2599.067488,2672.06874,2702.323642,2703.428366,2706.221789,0.314398129,0.064214496,-0.064214496,0.0766,0,0,0,Sentinel-2A,244986,244986,26.44147773
8/8/2018,0.032170375,269.177948,307.1920013,-1.01E-05,8.094947815,-0.000118475,8.56E-07,4.74777731,85088.87109,0.21661415,0.515625,322.2640381,-25200,3417098,0.020111084,0,18:00,0.000620744,0.020505328,0.08048773,,,,,,,,,,,,,,,,,,,,,,,
8/9/2018,0.041965392,272.7746124,307.1725464,-1.10E-05,14.14618301,-0.000119964,0,2.928050879,85197.60156,0.216601066,0.515625,323.9852905,-27500,3354050,0.019439697,0,18:00,0.002849915,0.119635224,0.204306993,,,,,,,,,,,,,,,,,,,,,,,
8/10/2018,0.041687644,272.6872406,307.2580566,-1.19E-05,11.7970314,-0.000138208,0,1.108179844,85145.69531,0.216587912,0.515625,325.3794708,-29744,3366448,0.018707275,0,18:00,0.004033122,0.19627136,0.347425718,,,,,,,,,,,,,,,,,,,,,,,
8/11/2018,0.034212611,270.0026245,307.2180481,-1.13E-05,11.44625092,-0.000132328,6.68E-06,1.768125835,85090.92578,0.216574766,0.515625,324.3394928,-28320,3380022,0.017974854,0,18:00,0.012031082,0.5470566,0.236990187,,,,,,,,,,,,,,,,,,,,,,,
8/12/2018,0.052795465,275.894455,305.5302582,-1.03E-05,16.66804314,-0.00011367,2.15E-06,3.078641718,85036.32422,0.21656163,0.515625,323.0477905,-25668,3311358,0.017242432,0,18:00,0.015316326,0.5686658,0,,,,,,,,,,,,,,,,,,,,,,,27.59097157
8/13/2018,0.049917803,275.1176147,305.7594757,-1.08E-05,18.42321587,-0.000119306,8.55E-07,1.604965783,84967.94922,0.216563713,0.515625,324.1076202,-27096,3087332,0.016662598,0,18:00,0.018319368,0.6025944,0.249065854,,,,,,,,,,,,,,,,,,,,,,,
8/14/2018,0.048446372,274.6690369,305.0965576,-9.02E-06,15.79797935,-0.000114609,0.000493035,3.520387706,84872.19922,0.216535311,0.515625,320.8209534,-22560,3003278,0.01789856,0,18:00,0.014156505,0.32778847,0.147432499,,,,,,,,,,,,,,,,,,,,,,,
8/15/2018,0.05672902,276.8420563,304.0434265,-7.42E-06,17.0099926,-0.00015557,2.66E-05,5.97621777,85013.73438,0.216537472,0.515625,318.2012177,-18560,2779182,0.022491455,0,18:00,0.003822724,0.071685076,0.09254026,,,,,,,,,,,,,,,,,,,,,,,
8/16/2018,0.05666239,276.8108521,303.7327576,-9.30E-06,16.00094795,-0.000101445,8.59E-07,3.153527173,85313.17188,0.216350738,0.515625,321.3889618,-23260,3287062,0.022109985,0,18:00,0.008889519,0.1583544,0.150667821,,,,,,,,,,,,,,,,,,,,,,,
8/17/2018,0.06067405,277.8039551,304.116272,-1.66E-05,17.89502907,-0.000118102,4.77E-05,1.630402325,85397.89063,0.216179278,0.515625,324.3165283,-41552,3191044,0.022781372,0,18:00,0.004153304,0.09237963,0.167163709,3441.177744,2957.837311,1240.658429,1385.69571,1785.985826,2210.804881,2453.047013,2493.361212,2553.086327,2588.780005,2441.508496,2570.917651,0.27592224,0.097566122,-0.097566122,0.0496,31,0.000127,31,Sentinel-2A,244986,244955,28.80361007
8/18/2018,0.046650086,274.1448212,305.1367493,-1.03E-05,12.95976257,-0.000121932,4.43E-07,0.939314788,85409.91406,0.216007728,0.515625,322.9763489,-25860,3294194,0.022094727,0,18:00,0.00422534,0.11335677,0.059415076,,,,,,,,,,,,,,,,,,,,,,,
8/19/2018,0.045566552,273.8735504,306.3455811,-1.16E-05,14.21936417,-0.00012309,0,2.011876034,85119.54688,0.215836234,0.515625,325.153244,-29076,3290656,0.021270752,0,18:00,0.003072459,0.11256057,0.082658417,,,,,,,,,,,,,,,,,,,,,,,
8/20/2018,0.046886865,274.2407684,305.6988831,-9.98E-06,14.13577461,-0.000130887,0.000143319,3.333223123,84808.84375,0.215664767,0.515625,322.4140015,-24950,3278106,0.021911621,0,18:00,0.003179883,0.029896073,0.06803099,,,,,,,,,,,,,,,,,,,,,,,
8/21/2018,0.045087998,273.6040649,303.6301117,-8.75E-06,13.71861267,-0.000104594,0.000152435,2.689118602,84842.21875,0.215493403,0.515625,319.9260712,-21876,3255130,0.021286011,0,18:00,0.010822158,0.21356618,0.16240673,,,,,,,,,,,,,,,,,,,,,,,
8/22/2018,0.039299187,271.6596375,302.329361,-1.71E-05,12.34828186,-0.000310384,0.000181058,2.660819549,85127.75,0.215321824,0.515625,319.0265503,-42804,3266120,0.022979736,0,18:00,0.007354189,0.09181976,0.079248021,3499.223211,3150.44935,1257.697979,1491.827126,1868.431553,2307.227745,2521.303464,2592.94997,2687.255637,2689.981772,2651.362798,2701.675714,0.279626536,0.086672078,-0.086672078,0.0694,4804.980392,0.019690841,4823.980392,Sentinel-2B,244986,240162.0196,30.11946292
8/23/2018,0.046416651,273.992691,303.3295441,-8.40E-06,11.80972481,-0.000106167,0,3.958727563,85091.01172,0.215135086,0.515625,319.2212219,-21000,3271874,0.022247314,0,18:00,0.011288781,0.18060005,0.063809631,,,,,,,,,,,,,,,,,,,,,,,
8/24/2018,0.039404044,271.7137451,302.7254944,-8.51E-06,8.466575623,-9.75E-05,0,3.321968183,84824.10547,0.214963708,0.515625,319.1407166,-21284,3302908,0.021743774,0,18:00,0.000647452,0.007733136,0.050155001,,,,,,,,,,,,,,,,,,,,,,,
