Date,Absolute_humidity_g/m3,dewpoint_2m_K,temperature_2m_K,total_evaporation_19_m_we,total_column_water_vapour_19_kgm2,total_evaporation_daily_m_we,total_precipitation_daily_m,wind_speed_10m_ms,surface_pressure_Pa,forecast_albedo_19,lai_low_19,skin_temperature_19_K,slhf_19_Jm2,ssrd_19_Jm2,soil_moisture_L1_19_m3/m3,Snow Indicator,CAMS_utc_time,CAMS_duaod550,CAMS_aod550,MODIS_AOD_055_mean,S2_B11_mean,S2_B12_mean,S2_B1_mean,S2_B2_mean,S2_B3_mean,S2_B4_mean,S2_B5_mean,S2_B6_mean,S2_B7_mean,S2_B8A_mean,S2_B8_mean,S2_B9_mean,S2_CCI_mean,S2_FII_mean,S2_KAI_mean,S2_Residual_NDVI_mean,S2_cloud_pixels,S2_masked_fraction,S2_masked_pixels,S2_platform,S2_total_pixels,S2_unmasked_pixels,SZA
1/1/2015,0.011834784,254.9946289,269.5821991,-2.27E-06,2.193939209,-0.000438622,2.14E-06,3.153216525,85002.38281,0.206841756,0.5078125,276.3836212,-6296,1769620,0.172195435,1,18:00,2.40E-05,0.033926748,0.036104431,,,,,,,,,,,,,,,,,,,,,,,
1/2/2015,0.016328364,258.9798126,272.2749634,-3.28E-05,4.835315704,-0.000465091,1.30E-06,2.227278249,85031.57031,0.205006089,0.5078125,278.8921509,-82712,1723920,0.166610718,1,18:00,2.63E-05,0.018477224,0.047248754,,,,,,,,,,,,,,,,,,,,,,,
1/3/2015,0.020869888,262.1665344,275.4886017,-7.12E-05,7.046890259,-0.000535255,2.99E-06,2.011737027,85259.53516,0.200530648,0.5078125,280.5420532,-178580,1700420,0.161941528,1,18:00,9.28E-05,0.01842086,0.071472278,,,,,,,,,,,,,,,,,,,,,,,
1/4/2015,0.027619848,265.7227478,275.0834656,-3.32E-05,7.114946365,-0.000361526,8.57E-07,1.627393039,85872.26172,0.195109166,0.5078125,277.8836365,-83040,772172,0.157623291,1,18:00,0.00019979,0.07337648,0,,,,,,,,,,,,,,,,,,,,,,,
1/5/2015,0.033838848,268.6349335,280.3655853,-7.09E-05,9.001607895,-0.000566687,2.59E-06,1.889118416,86118.74219,0.192083314,0.5078125,283.3100433,-177328,1682836,0.153793335,1,18:00,6.45E-05,0.01905721,0.151277754,,,,,,,,,,,,,,,,,,,,,,,
1/6/2015,0.041188377,271.3359375,281.6746979,-6.71E-05,9.229007721,-0.000580951,3.88E-06,2.047356007,86029.95703,0.189362638,0.5078125,284.3323364,-167800,1675736,0.147171021,1,18:00,4.33E-05,0.011468522,0.082775308,,,,,,,,,,,,,,,,,,,,,,,
1/7/2015,0.055737615,275.5887756,283.1853027,-6.88E-05,7.736623764,-0.000567506,2.57E-06,2.123076163,85825.28516,0.187999994,0.5078125,285.4402313,-171988,1705560,0.140213013,0,18:00,5.36E-05,0.018013585,0.032892402,,,,,,,,,,,,,,,,,,,,,,,
1/8/2015,0.058891073,276.3277435,282.4427795,-6.70E-05,7.187108994,-0.000534102,2.17E-06,1.881267865,85292.6875,0.187446065,0.5078125,285.4989929,-167452,1721160,0.132797241,0,18:00,2.96E-05,0.011707034,0.049374442,,,,,,,,,,,,,,,,,,,,,,,
1/9/2015,0.058228522,276.0911713,280.9133606,-6.00E-05,10.3884182,-0.000477001,8.52E-07,1.765007805,85046.60938,0.187288865,0.5078125,285.1916809,-150072,1702096,0.125671387,0,18:00,8.81E-05,0.012812808,0,,,,,,,,,,,,,,,,,,,,,,,
1/10/2015,0.055774286,275.5671997,282.5650635,-5.58E-05,10.86740875,-0.000514193,8.62E-07,0.325839627,84830.71484,0.187299512,0.5078125,288.1011047,-139534,1697672,0.119277954,0,18:00,0.000120048,0.009453021,0,,,,,,,,,,,,,,,,,,,,,,,
1/11/2015,0.052634995,274.6668701,280.7737732,-4.10E-05,11.00856018,-0.000464149,1.91E-06,1.19484314,85052.84766,0.187386453,0.5078125,285.5986481,-102478,1505672,0.112106323,0,18:00,0.000145755,0.03672046,0,,,,,,,,,,,,,,,,,,,,,,,
1/12/2015,0.05773833,275.8909912,279.3057556,-4.19E-05,9.760332108,-0.000470795,1.71E-06,0.652118166,85187.47656,0.187503912,0.5078125,284.7661591,-104704,1460844,0.106124878,0,18:00,0.000486293,0.08772504,0,,,,,,,,,,,,,,,,,,,,,,,
1/13/2015,0.036031651,269.3518066,277.8690643,-6.41E-05,5.622909546,-0.000588441,4.47E-06,6.086570351,85391.9375,0.187636629,0.5078125,281.5028076,-160260,1751756,0.098495483,0,18:00,1.87E-05,0.010863721,0.094108341,,,,,,,,,,,,,,,,,,,,,,,
1/14/2015,0.032560098,267.9468384,276.6157379,-5.65E-05,3.445732117,-0.000557706,8.57E-07,2.366934297,85588.78516,0.187769346,0.5078125,282.2710419,-141368,1827636,0.091140747,0,18:00,2.82E-05,0.018140309,0.023841633,,,,,,,,,,,,,,,,,,,,,,,
1/15/2015,0.026600468,265.3948212,278.4748383,-5.01E-05,3.54278183,-0.000500331,4.35E-07,1.315474133,85856.77734,0.187902063,0.5078125,283.5337372,-125362,1839956,0.084762573,0,18:00,6.28E-05,0.033933133,0.063674203,,,,,,,,,,,,,,,,,,,,,,,
1/16/2015,0.026723479,265.4976044,279.4065704,-4.76E-05,8.224708557,-0.000497207,6.47E-06,0.605253552,85477.71094,0.188123964,0.5078125,285.0822296,-119162,1748008,0.07850647,0,18:00,0.000157874,0.020560391,0.099233976,,,,,,,,,,,,,,,,,,,,,,,
1/17/2015,0.038053309,270.2757568,281.8806458,-4.60E-05,11.17220879,-0.000444181,1.70E-06,1.047242206,85727.48828,0.188345868,0.5078125,285.6546783,-115152,1668028,0.072540283,0,18:00,0.000387963,0.04489152,0.071296599,,,,,,,,,,,,,,,,,,,,,,,
1/18/2015,0.042244461,271.6657715,281.3777924,-3.16E-05,8.248291016,-0.000463779,8.52E-07,0.641356938,85705.77344,0.188567769,0.5078125,285.1185455,-79030,1242712,0.067077637,0,18:00,0.000745139,0.077992976,0,,,,,,,,,,,,,,,,,,,,,,,
1/19/2015,0.047349307,273.325531,283.3588104,-4.56E-05,8.788114548,-0.000484729,4.29E-07,1.540052999,85434.41797,0.188774414,0.5078125,287.0473022,-114076,1745452,0.061523438,0,18:00,0.000368291,0.028905958,0.034925798,,,,,,,,,,,,,,,,,,,,,,,
1/20/2015,0.041282479,271.3161316,280.6228943,-3.33E-05,8.209968567,-0.000406072,2.14E-06,2.187172554,85141.84375,0.188996319,0.5078125,284.7067108,-83162,1629992,0.055526733,0,18:00,0.000610808,0.036895044,0,,,,,,,,,,,,,,,,,,,,,,,
1/21/2015,0.035649574,269.1533813,276.7014771,-3.18E-05,3.586277008,-0.00033301,6.44E-07,4.326472542,85363.67578,0.189233478,0.5078125,281.969986,-79568,1754552,0.051681519,0,18:00,0.000148058,0.024962924,0.020213239,,,,,,,,,,,,,,,,,,,,,,,
1/22/2015,0.022378358,263.1385498,277.4926605,-2.49E-05,3.562286377,-0.000320834,8.52E-07,1.289876743,85762.48438,0.189455383,0.5078125,283.4693298,-62212,1779836,0.048294067,0,18:00,5.49E-05,0.04354771,0,,,,,,,,,,,,,,,,,,,,,,,
1/23/2015,0.023307832,263.7751312,280.1159821,-3.17E-05,5.777673721,-0.000351602,0,3.642827069,85908.35156,0.189662024,0.5078125,284.7940826,-79396,1885346,0.044708252,0,18:00,0.000243513,0.013212558,0.041495791,,,,,,,,,,,,,,,,,,,,,,,
1/24/2015,0.028682232,266.4470062,280.0803528,-2.55E-05,4.045959473,-0.00034983,0,2.958891603,85948.19922,0.189883929,0.5078125,284.9247742,-63880,1928922,0.040985107,0,18:00,0.000111838,0.022994742,0.044202477,,,,,,,,,,,,,,,,,,,,,,,
1/25/2015,0.037446146,270.1134491,283.0146484,-2.43E-05,7.573043823,-0.000337126,8.52E-07,2.606637102,85801.19922,0.190121092,0.5078125,287.121582,-60852,1893190,0.037704468,0,18:00,8.70E-05,0.006980747,0.053421514,,,,,,,,,,,,,,,,,,,,,,,
1/26/2015,0.044093449,272.448288,285.4760895,-2.09E-05,7.911973953,-0.000302755,0,1.923709834,85332.03125,0.190342993,0.5078125,288.8890381,-52240,1789414,0.034805298,0,18:00,0.000484033,0.03939416,0.206451209,,,,,,,,,,,,,,,,,,,,,,,
1/27/2015,0.064689329,277.5760345,280.7291718,-0.000102859,9.645929337,-0.000721112,0.006398731,4.520709317,85318.76563,0.190549638,0.5078125,284.2780609,-257230,1249800,0.11567688,0,18:00,0.000274103,0.04305478,0,,,,,,,,,,,,,,,,,,,,,,,
1/28/2015,0.05009391,273.9430389,280.0588074,-8.44E-05,8.540803909,-0.000684327,0.000193551,2.885582373,85560.31641,0.190771539,0.5078125,286.04039,-211016,1949034,0.114929199,0,18:00,9.30E-05,0.013735194,0.119373242,,,,,,,,,,,,,,,,,,,,,,,
1/29/2015,0.050594596,274.1791534,282.0433655,-6.04E-05,11.78304672,-0.000581646,2.99E-06,1.307998248,85409.84766,0.190993443,0.5078125,286.2898865,-151128,1371578,0.105514526,0,18:00,0.000430187,0.07833886,0,,,,,,,,,,,,,,,,,,,,,,,
1/30/2015,0.050361482,274.1094666,281.9311981,-8.43E-05,11.00951767,-0.000623356,0.000111106,3.852532748,84717.86719,0.191215344,0.5078125,287.610733,-210856,1692892,0.098205566,0,18:00,0.000379093,0.06466079,0,,,,,,,,,,,,,,,,,,,,,,,
1/31/2015,0.046506521,272.9430389,280.5954132,-9.64E-05,8.397315979,-0.000982409,0.001655215,6.54762041,84899.21484,0.191437248,0.5078125,285.4376221,-241038,1923454,0.11618042,0,18:00,0.000198189,0.061540347,0.095618681,,,,,,,,,,,,,,,,,,,,,,,
2/1/2015,0.034374459,268.8472595,280.4432526,-7.88E-05,5.690540314,-0.000775784,1.28E-06,1.447085567,85391.63281,0.191659153,0.5078125,286.0661469,-197004,2011896,0.104537964,0,18:00,0.000165375,0.027128886,0,,,,,,,,,,,,,,,,,,,,,,,
2/2/2015,0.036772354,269.9454651,284.6178894,-8.79E-05,7.649055481,-0.000781104,1.28E-06,1.018397924,85353.71094,0.191881053,0.5078125,289.7666016,-219908,2028236,0.094589233,0,18:00,0.000504565,0.060404815,0.082668642,,,,,,,,,,,,,,,,,,,,,,,
2/3/2015,0.047514688,273.4040222,283.9826355,-6.00E-05,8.16639328,-0.000630073,8.52E-07,1.242949656,85319.59766,0.192102958,0.5078125,288.2705231,-150016,1515060,0.084197998,0,18:00,0.000357067,0.03665041,0.06104024,,,,,,,,,,,,,,,,,,,,,,,
2/4/2015,0.045656785,272.9255981,285.4555359,-6.40E-05,5.468326569,-0.000696104,1.72E-06,0.746131252,85334.14063,0.192324858,0.5078125,291.2736969,-160096,1946228,0.075759888,0,18:00,0.000188275,0.018040232,0.203130747,,,,,,,,,,,,,,,,,,,,,,,
2/5/2015,0.042132002,271.8417511,285.7970276,-7.34E-05,5.893634796,-0.000612237,1.29E-06,3.653883745,85220.67188,0.192531504,0.5078125,291.4706573,-183532,2060342,0.066009521,0,18:00,0.000316405,0.102843225,0,,,,,,,,,,,,,,,,,,,,,,,
2/6/2015,0.035046388,269.4067078,286.8574829,-7.01E-05,5.418806076,-0.000606662,0,6.353973513,84932.98828,0.192753408,0.5078125,290.5581207,-175232,2075646,0.057159424,0,18:00,0.000609115,0.03658447,0.034392053,,,,,,,,,,,,,,,,,,,,,,,
2/7/2015,0.027110204,266.047226,287.3542786,-6.39E-05,8.652944565,-0.000632036,1.28E-06,2.950376731,85008.19922,0.192990568,0.5078125,293.6042023,-159700,2118862,0.047439575,0,18:00,0.00064077,0.035529558,0.091065049,,,,,,,,,,,,,,,,,,,,,,,
2/8/2015,0.068971489,278.8287201,287.3035278,-3.81E-05,12.57260513,-0.000343788,6.37E-06,5.039123568,85193.16016,0.193212472,0.5078125,293.3746033,-95386,1919314,0.041259766,0,18:00,0.000590467,0.06668419,0,,,,,,,,,,,,,,,,,,,,,,,
2/9/2015,0.050771308,274.47612,287.1248627,-4.17E-05,5.76657486,-0.000373122,8.52E-07,1.996909285,85069.03125,0.193419114,0.5078125,296.4530334,-104338,2170066,0.037368774,0,18:00,7.41E-05,0.04405875,0.042644002,,,,,,,,,,,,,,,,,,,,,,,
2/10/2015,0.026921254,265.7379761,282.5537415,-2.37E-05,2.832389832,-0.000303573,0,3.949009167,85380.70313,0.193641018,0.5078125,289.9696808,-59280,2242046,0.03225708,0,18:00,3.35E-05,0.009107027,0.03108357,,,,,,,,,,,,,,,,,,,,,,,
2/11/2015,0.028255137,266.4128571,283.569809,-1.97E-05,6.974842072,-0.000224113,1.29E-06,2.125185314,85733.08984,0.193862922,0.5078125,291.923645,-49174,2201164,0.029632568,0,18:00,4.80E-05,0.03281903,0.031401311,,,,,,,,,,,,,,,,,,,,,,,
2/12/2015,0.024786583,264.8193817,285.8006897,-1.62E-05,6.340312958,-0.000201352,1.29E-06,1.066647883,85790.69922,0.194100082,0.5078125,293.6573334,-40500,2105078,0.027420044,0,18:00,0.000549779,0.027769033,0.28,,,,,,,,,,,,,,,,,,,,,,,
2/13/2015,0.019549779,261.9166412,288.2939453,-1.31E-05,5.484807968,-0.000170774,8.64E-07,1.582849346,85592.72266,0.194306727,0.5078125,295.6651917,-32766,2155632,0.025695801,0,18:00,0.000979736,0.047536537,0.045625941,,,,,,,,,,,,,,,,,,,,,,,
2/14/2015,0.022734088,263.8527832,288.9405518,-1.01E-05,5.86249733,-0.000134473,1.72E-06,0.640069535,85336.30078,0.194528628,0.5078125,298.1663513,-25268,2266436,0.024520874,0,18:00,0.000610178,0.03134778,0.066751713,,,,,,,,,,,,,,,,,,,,,,,
2/15/2015,0.041493063,271.7282104,287.789917,-5.91E-06,4.784378052,-8.41E-05,0,4.85555927,85247.98828,0.194750533,0.5078125,295.8030853,-14780,2294012,0.023880005,0,18:00,0.000116199,0.03274164,0.04969745,,,,,,,,,,,,,,,,,,,,,,,
2/16/2015,0.029222716,266.9646912,286.0151978,-5.08E-06,4.382247925,-7.23E-05,4.35E-07,2.628020066,84978.99609,0.195087846,0.508056641,294.2655182,-12708,2305762,0.023712158,0,18:00,6.15E-05,0.06298268,0.04865692,,,,,,,,,,,,,,,,,,,,,,,
2/17/2015,0.019638229,261.7938232,284.1964874,-4.92E-06,5.372522354,-7.54E-05,8.52E-07,0.668810896,85330.68359,0.195425164,0.508422852,294.6867828,-12302,2336354,0.023544312,0,18:00,1.74E-05,0.005587842,0.076457472,,,,,,,,,,,,,,,,,,,,,,,
2/18/2015,0.023995138,264.4654388,287.1968994,-5.10E-06,6.710067749,-8.01E-05,2.15E-06,0.861237274,85444.91016,0.195762482,0.508666992,297.2580109,-12760,2335272,0.023391724,0,18:00,0.000175985,0.10447848,0.041429838,,,,,,,,,,,,,,,,,,,,,,,
2/19/2015,0.030869198,267.8007965,288.5549622,-4.70E-06,6.784887314,-7.39E-05,8.52E-07,1.493656623,85190.60547,0.196099795,0.508911133,298.461792,-11750,2348836,0.023239136,0,18:00,7.41E-05,0.018983353,0.05799079,,,,,,,,,,,,,,,,,,,,,,,
2/20/2015,0.028742582,266.8276367,287.7622833,-3.87E-06,4.185321808,-5.72E-05,8.52E-07,4.757861747,84927.94922,0.196452372,0.509155273,296.7631683,-9686,2406630,0.023147583,0,18:00,0.000372562,0.05885569,0.041097373,,,,,,,,,,,,,,,,,,,,,,,
2/21/2015,0.016934111,259.8896179,282.7391052,-3.74E-06,7.607658386,-6.02E-05,8.58E-07,1.950151653,84564.25391,0.196789686,0.509521484,294.8855438,-9356,2391506,0.023162842,0,18:00,2.86E-05,0.008193661,0.05477305,,,,,,,,,,,,,,,,,,,,,,,
2/22/2015,0.027705312,265.9148102,278.3282318,-4.93E-06,6.290922165,-5.17E-05,0.001628447,3.37894249,84352.74219,0.229394369,0.509765625,284.6956177,-13592,1503424,0.025024414,1,18:00,0.000120878,0.18071926,0,,,,,,,,,,,,,,,,,,,,,,,
2/23/2015,0.012800415,256.2193604,276.345047,-1.03E-05,3.6537323,-0.000113036,0.000509843,4.185051614,84813.20703,0.246669486,0.510009766,286.135788,-28066,2388020,0.033096313,1,18:00,4.17E-05,0.08004588,0.120258577,,,,,,,,,,,,,,,,,,,,,,,
2/24/2015,0.010310122,253.7996979,279.5002289,-1.84E-05,2.659164429,-0.000201104,2.35E-06,6.250167022,85566.32813,0.237257063,0.510375977,286.594223,-48762,2551128,0.034622192,1,18:00,0.000108856,0.06901139,0.064128192,,,,,,,,,,,,,,,,,,,,,,,
2/25/2015,0.013458143,257.1963348,285.1681976,-2.74E-05,3.35357666,-0.000324897,4.23E-07,4.46900782,85286.87891,0.224518035,0.510620117,292.60289,-68612,2544836,0.037063599,1,18:00,0.000463192,0.07091457,0.04600431,,,,,,,,,,,,,,,,,,,,,,,
2/26/2015,0.033500981,268.6648102,283.831192,-3.23E-05,6.090496063,-0.000370725,8.57E-07,7.349159958,84681.31641,0.211489078,0.510864258,291.2522888,-81414,2502076,0.037567139,1,18:00,0.000238589,0.032329068,0.254246877,,,,,,,,,,,,,,,,,,,,,,,
2/27/2015,0.025342064,264.8973389,281.2360992,-3.92E-05,5.504024506,-0.000386609,0.000511774,2.142604403,83944.25781,0.204655193,0.511108398,292.8108063,-97934,2534250,0.037536621,1,18:00,0.000855543,0.10313088,0.179365439,,,,,,,,,,,,,,,,,,,,,,,
2/28/2015,0.0308028,267.3749084,279.9669952,-7.18E-05,5.438467026,-0.000581587,0.001212997,1.395534067,83719.05859,0.204977877,0.511474609,291.3378906,-179616,2353858,0.055847168,1,18:00,0.000737956,0.1950993,0,,,,,,,,,,,,,,,,,,,,,,,
3/1/2015,0.029899513,266.9378815,278.9689941,-7.12E-05,5.390533447,-0.000681725,0.00268837,2.672154752,84596.40234,0.21616457,0.51171875,289.0068207,-178772,2211506,0.065292358,1,18:00,0.000472206,0.16458452,0,,,,,,,,,,,,,,,,,,,,,,,
3/2/2015,0.033852487,268.5289764,278.0235138,-7.73E-05,6.232791901,-0.000799009,0.001353475,2.281382848,83950.78125,0.227702286,0.511962891,288.4408875,-194282,2097710,0.076293945,1,18:00,0.000321563,0.19155961,0,,,,,,,,,,,,,,,,,,,,,,,
3/3/2015,0.026795087,265.5705109,280.235321,-0.000103666,4.568241119,-0.000822379,0.000536579,5.346903874,84459.5625,0.213162668,0.512329102,288.7914124,-260508,2548548,0.079986572,1,18:00,0.000490098,0.14652157,0.160921152,,,,,,,,,,,,,,,,,,,,,,,
3/4/2015,0.01828645,260.6170807,277.7034149,-8.79E-05,1.952087402,-0.000936882,1.28E-06,3.14073495,85213.55469,0.207000192,0.512573242,287.6484375,-220484,2734022,0.07182312,1,18:00,0.000190528,0.04015927,0.101924293,,,,,,,,,,,,,,,,,,,,,,,
3/5/2015,0.017610908,260.3267822,281.674408,-9.02E-05,1.668319702,-0.000925737,1.29E-06,1.323144723,85849.62891,0.203584474,0.512817383,291.8169861,-225624,2765684,0.062332153,1,18:00,0.000678668,0.1437127,0.05517865,,,,,,,,,,,,,,,,,,,,,,,
3/6/2015,0.015797268,259.1593933,285.5906219,-8.45E-05,3.208040237,-0.000886889,2.14E-06,2.555372903,85808.92969,0.202030111,0.513061523,294.0333252,-211404,2735108,0.051330566,0,18:00,0.002195685,0.12530643,0.053040708,,,,,,,,,,,,,,,,,,,,,,,
3/7/2015,0.016330896,259.655777,287.664978,-6.82E-05,4.30622673,-0.000774313,8.48E-07,2.140184711,85392.625,0.201711882,0.513427734,296.4486694,-170464,2731248,0.041137695,0,18:00,0.00049153,0.036469255,0.057233157,,,,,,,,,,,,,,,,,,,,,,,
3/8/2015,0.023907982,264.4701538,288.3499451,-4.78E-05,2.962028503,-0.000555804,1.29E-06,3.62479728,85106.59375,0.201897174,0.513671875,298.5235291,-119528,2780784,0.033172607,0,18:00,0.001272513,0.11222464,0.076754211,,,,,,,,,,,,,,,,,,,,,,,
3/9/2015,0.020092313,262.2546082,288.1620331,-2.98E-05,2.901248932,-0.000375463,-3.81E-09,2.85966288,85085.73828,0.202204239,0.513916016,299.8664398,-74400,2797535.375,0.028137207,0,18:00,0.00015922,0.022853918,0.056480884,,,,,,,,,,,,,,,,,,,,,,,
3/10/2015,0.023506484,264.2651825,288.6176758,-1.84E-05,3.391201019,-0.000226449,4.35E-07,0.908055745,85079.77344,0.202542115,0.514282227,301.8129578,-45920,2812700.375,0.025421143,0,18:00,0.000273607,0.076418996,0.070305904,,,,,,,,,,,,,,,,,,,,,,,
3/11/2015,0.023731945,264.3608398,288.0204163,-6.56E-06,14.37593842,-0.000113146,0.000478062,4.157415257,85061.14453,0.202864554,0.514526367,290.9379578,-16412,965950.4375,0.024917603,0,18:00,0.000552118,0.15678847,0,,,,,,,,,,,,,,,,,,,,,,,
3/12/2015,0.044530086,272.6688232,287.2595062,-3.17E-05,6.705415726,-0.000267504,1.30E-06,5.117062327,85570.98047,0.203202289,0.514770508,297.6377716,-79268,2776502.688,0.030319214,0,18:00,0.00050289,0.12375158,0.147736087,,,,,,,,,,,,,,,,,,,,,,,
3/13/2015,0.035741444,269.7377472,288.3258972,-2.48E-05,5.838104248,-0.000238106,0,2.781448953,85687.50781,0.203550208,0.515014648,301.3480377,-62020,2818431.5,0.02684021,0,18:00,0.000358693,0.16284281,0.043432694,,,,,,,,,,,,,,,,,,,,,,,
3/14/2015,0.035365485,269.7139282,290.8733215,-1.50E-05,10.73989296,-0.000144847,1.29E-06,2.73928637,85553.33203,0.203891568,0.515380859,303.6989746,-37540,2646133.5,0.024581909,0,18:00,9.26E-05,0.025337186,0.121826572,,,,,,,,,,,,,,,,,,,,,,,
3/15/2015,0.029762453,267.4829407,292.1452179,-7.08E-06,9.243764877,-8.90E-05,8.52E-07,5.337862277,85308.12109,0.204217669,0.515625,300.9337921,-17708,2251195.625,0.023529053,0,18:00,0.002516145,0.1769386,0,,,,,,,,,,,,,,,,,,,,,,,
3/16/2015,0.029920922,267.5871429,292.9094391,-6.17E-06,9.753324509,-7.54E-05,1.71E-06,6.063894679,85007.64063,0.204511359,0.515625,303.7499084,-15416,2877809.313,0.023132324,0,18:00,0.005057171,0.094736814,0.154223328,,,,,,,,,,,,,,,,,,,,,,,
3/17/2015,0.028946276,267.0553284,290.7522888,-4.77E-06,9.840723038,-6.10E-05,1.72E-06,0.772058265,84838.01563,0.204820305,0.515625,303.4111481,-11926,2120729,0.02293396,0,18:00,0.014652006,0.2173791,0,,,,,,,,,,,,,,,,,,,,,,,
3/18/2015,0.030835728,267.8106232,289.0835876,-3.73E-06,6.94626236,-5.10E-05,3.43E-06,3.219873141,84917.64453,0.205113996,0.515625,300.5924683,-9324,2357902,0.022903442,0,18:00,0.006799601,0.17200613,0,,,,,,,,,,,,,,,,,,,,,,,
3/19/2015,0.020372254,262.4429321,288.4871521,-4.00E-06,2.551261902,-5.63E-05,8.52E-07,4.521216968,85166.29297,0.205407683,0.515625,301.2492828,-10014,3014343.438,0.022888184,0,18:00,0.001392923,0.11314386,0.043715462,,,,,,,,,,,,,,,,,,,,,,,
3/20/2015,0.012460014,256.5534363,291.9443817,-4.94E-06,2.400718689,-5.92E-05,4.26E-07,3.181213087,85282.29688,0.20570137,0.515625,305.5538483,-12352,3041430,0.02281189,0,18:00,0.000945133,0.085977495,0.116188844,,,,,,,,,,,,,,,,,,,,,,,
3/21/2015,0.019131097,261.8016815,291.9131317,-4.78E-06,5.627662659,-6.23E-05,0,1.195817059,85031.33984,0.205995061,0.515625,307.4451141,-11964,2904502,0.022735596,0,18:00,0.0022358,0.13331783,0.117624818,,,,,,,,,,,,,,,,,,,,,,,
3/22/2015,0.021367342,263.1139374,290.0584412,-3.47E-06,6.646789551,-4.99E-05,1.71E-06,0.999698961,85018.93359,0.206304006,0.515625,303.814621,-8676,2529266,0.022689819,0,18:00,0.00185534,0.11631721,0,,,,,,,,,,,,,,,,,,,,,,,
3/23/2015,0.029120274,267.0242462,288.3299408,-4.34E-06,6.678495407,-5.08E-05,8.68E-07,1.747715583,84954.41016,0.206582438,0.515625,306.3751831,-10856,3002644,0.022720337,0,18:00,0.001499173,0.060841985,0.103717154,,,,,,,,,,,,,,,,,,,,,,,
3/24/2015,0.033556968,268.9016876,288.453186,-3.36E-06,8.998321533,-4.52E-05,8.52E-07,4.252183191,85112.78516,0.206891384,0.515625,302.8465576,-8398,2986706,0.022720337,0,18:00,0.001636983,0.11533135,0.187552927,,,,,,,,,,,,,,,,,,,,,,,
3/25/2015,0.035713754,269.64888,286.6410065,-3.36E-06,6.675233841,-4.44E-05,0,4.158272552,85615.86328,0.207185071,0.515625,301.2261505,-8410,3035276,0.022796631,0,18:00,0.000424801,0.0515637,0.103962041,,,,,,,,,,,,,,,,,,,,,,,
3/26/2015,0.03424305,269.2480164,290.1182098,-4.66E-06,8.714130402,-5.87E-05,1.29E-06,2.064609033,85710.35547,0.207463503,0.515625,306.8006744,-11666,3017156,0.022766113,0,18:00,0.002875154,0.12657487,0.065334448,,,,,,,,,,,,,,,,,,,,,,,
3/27/2015,0.031958177,268.5331573,294.5961151,-5.27E-06,6.877836227,-6.03E-05,3.01E-06,2.49096355,85438.58594,0.207772449,0.515625,310.4651947,-13176,3062276,0.022705078,0,18:00,0.003745779,0.16438454,0.047439868,,,,,,,,,,,,,,,,,,,,,,,
3/28/2015,0.028681189,267.1341705,295.2104797,-4.39E-06,5.241018295,-5.79E-05,8.44E-07,3.105312491,85278.54688,0.208066139,0.515625,310.4304657,-10972,3107182,0.022598267,0,18:00,0.001146749,0.09010643,0.070347435,,,,,,,,,,,,,,,,,,,,,,,
3/29/2015,0.026271207,265.8777618,292.6846161,-3.61E-06,6.975034714,-5.26E-05,0,1.465294286,85353.47266,0.208375085,0.515625,307.822998,-9026,2870854,0.022506714,0,18:00,0.003384643,0.19599068,0.084000605,,,,,,,,,,,,,,,,,,,,,,,
3/30/2015,0.019558027,262.2027893,294.8163605,-4.79E-06,4.605514526,-5.66E-05,1.71E-06,0.90363956,85209.00781,0.208653517,0.515625,312.4486084,-11968,3152876,0.022445679,0,18:00,0.001365365,0.109223485,0.110590357,,,,,,,,,,,,,,,,,,,,,,,
3/31/2015,0.024403002,265.0523071,295.5962372,-3.92E-06,5.913387299,-5.06E-05,8.55E-07,4.496648987,84644.51563,0.208947204,0.515625,309.2246246,-9818,3137178,0.02230835,0,18:00,0.002735248,0.16124195,0.090734693,,,,,,,,,,,,,,,,,,,,,,,
4/1/2015,0.021153248,262.7781677,285.3192902,-2.59E-06,3.462238312,-4.42E-05,3.43E-06,2.066782592,84838.81641,0.20925615,0.515625,301.7996521,-6484,3228334,0.022323608,0,18:00,0.000737993,0.030582227,0.109023922,,,,,,,,,,,,,,,,,,,,,,,
4/2/2015,0.01652569,259.5809937,282.5498352,-1.91E-06,3.005260468,-3.63E-05,8.55E-07,6.216235966,85124.11328,0.209549841,0.515625,296.7980347,-4784,3253052,0.022384644,0,18:00,0.000977875,0.03986434,0.088616435,,,,,,,,,,,,,,,,,,,,,,,
4/3/2015,0.010079506,253.7167664,283.871109,-2.57E-06,2.438808441,-4.51E-05,1.69E-06,2.371189356,85508.32422,0.209843528,0.515625,300.9759979,-6416,3287790,0.022537231,0,18:00,0.000562295,0.027683787,0.080036694,,,,,,,,,,,,,,,,,,,,,,,
4/4/2015,0.014219724,258.015564,288.8381195,-3.28E-06,3.348712921,-4.91E-05,8.52E-07,4.07376475,84699.60938,0.210137218,0.515625,304.8735352,-8200,3270762,0.022567749,0,18:00,0.002614123,0.0678848,0.062105966,,,,,,,,,,,,,,,,,,,,,,,
4/5/2015,0.016857193,260.1472015,290.0231934,-3.07E-06,3.610614777,-4.55E-05,4.35E-07,6.470548526,83818.14453,0.210430905,0.515625,303.0578461,-7672,3288508,0.022613525,0,18:00,0.003796485,0.09516418,0.086743894,,,,,,,,,,,,,,,,,,,,,,,
